"","set","mean_depth","yelloweye_catch","bocaccio_catch","bait","lure","effort_sec","date","month","start_time","end_time","avg_anglers","Site","basin","survey","angler_hours"
"328","20_Red_Bluff",56.95188,4,0,"no bait","Artificial Lure",6180,2014-09-15,9,11:04:00,12:47:00,8,"Red_Bluff","Hood Canal","ESA_Genetics",13.7333333333333
"329","21_Chinom_Point",51.0955636363636,2,0,"herring","Artificial Lure",4440,2014-09-16,9,10:40:00,11:54:00,8,"Chinom_Point","Hood Canal","ESA_Genetics",9.86666666666667
"330","21_Northern_rocky_pinnacle_northeast_of_Triton_Head",63.27648,1,0,"herring","Hook only",2460,2014-09-16,9,14:06:00,14:47:00,8,"Northern_rocky_pinnacle_northeast_of_Triton_Head","Hood Canal","ESA_Genetics",5.46666666666667
"331","21_Quatsop_Point",48.768,0,0,"herring","Hook only",1390.71428571429,2014-09-16,9,16:16:00,16:16:00,8,"Quatsop_Point","Hood Canal","ESA_Genetics",3.09047619047619
"332","21_Rocky_pinnacle_northeast_of_Triton_Head",43.46448,0,0,"no bait","Artificial Lure",1800,2014-09-16,9,13:22:00,13:52:00,8,"Rocky_pinnacle_northeast_of_Triton_Head","Hood Canal","ESA_Genetics",4
"333","22_Hazel_Point",44.196,0,0,"herring","Hook only",2400,2014-09-17,9,09:19:00,09:59:00,3,"Hazel_Point","Hood Canal","ESA_Genetics",2
"334","22_Misery_Point",24.9936,0,0,"herring","Hook only",1620,2014-09-17,9,12:57:00,13:24:00,3,"Misery_Point","Hood Canal","ESA_Genetics",1.35
"335","22_Pulali_Point",42.7397333333333,0,0,"herring","Hook only",3660,2014-09-17,9,15:05:00,16:06:00,3,"Pulali_Point","Hood Canal","ESA_Genetics",3.05
"336","22_Southern_pinnacle_off_Seal_Rock",56.007,4,0,"herring","Hook only",1500,2014-09-17,9,13:58:00,14:23:00,3,"Southern_pinnacle_off_Seal_Rock","Hood Canal","ESA_Genetics",1.25
"337","22_Thorndike",50.292,0,0,"herring","Hook only",1390.71428571429,2014-09-17,9,11:03:00,11:03:00,3,"Thorndike","Hood Canal","ESA_Genetics",1.15892857142857
"338","23_Neill_Point_outside_Quartermaster_harbor",76.2870857142857,0,0,"herring","Hook only",9600,2014-09-23,9,11:49:00,14:29:00,7,"Neill_Point_outside_Quartermaster_harbor","Central Sound","ESA_Genetics",18.6666666666667
"339","24_Brace_Point",96.3168,0,0,"herring","Hook only",1390.71428571429,2014-09-24,9,10:37:00,10:37:00,5,"Brace_Point","Central Sound","ESA_Genetics",1.93154761904762
"340","24_Point_Beale",55.4736,0,0,"herring","Hook only",1390.71428571429,2014-09-24,9,14:08:00,14:08:00,5,"Point_Beale","Central Sound","ESA_Genetics",1.93154761904762
"341","24_Point_Heyer",59.7408,0,0,"herring","Hook only",1390.71428571429,2014-09-24,9,13:24:00,13:24:00,5,"Point_Heyer","Central Sound","ESA_Genetics",1.93154761904762
"342","24_Point_Williams",129.9464,0,0,"herring","Hook only",840,2014-09-24,9,15:09:00,15:23:00,5,"Point_Williams","Central Sound","ESA_Genetics",1.16666666666667
"343","24_Three_Tree_Point",43.4848,0,0,"herring","Hook only",1200,2014-09-24,9,12:00:00,12:20:00,5,"Three_Tree_Point","Central Sound","ESA_Genetics",1.66666666666667
"344","26_Eagle_Point",64.1942666666667,2,0,"squid","Hook only",21600,2014-10-08,10,08:11:00,14:11:00,3,"Eagle_Point","San Juan Islands","ESA_Genetics",18
"345","26_Pile_Point",76.2,0,0,"squid","Hook only",5760,2014-10-08,10,09:09:00,10:45:00,3,"Pile_Point","San Juan Islands","ESA_Genetics",4.8
"346","26_Rockpile_southeast_of_Middle_Bank",65.3415,1,0,"squid","Hook only",2880,2014-10-08,10,11:13:00,12:01:00,3,"Rockpile_southeast_of_Middle_Bank","San Juan Islands","ESA_Genetics",2.4
"347","27_Blake_Island",45.1104,0,0,"squid","Hook only",4980,2014-10-13,10,08:33:00,09:56:00,3,"Blake_Island","Central Sound","ESA_Genetics",4.15
"348","27_Restoration_Point",52.6868571428571,0,0,"squid","Hook only",6540,2014-10-13,10,10:55:00,12:44:00,3,"Restoration_Point","Central Sound","ESA_Genetics",5.45
"349","27_Rolling_Bay",76.2,0,0,"squid","Hook only",1390.71428571429,2014-10-13,10,13:18:00,13:18:00,3,"Rolling_Bay","Central Sound","ESA_Genetics",1.15892857142857
"350","27_Shilshole_Bay",21.336,0,0,"squid","Hook only",1390.71428571429,2014-10-13,10,13:45:00,13:45:00,3,"Shilshole_Bay","Central Sound","ESA_Genetics",1.15892857142857
"351","28_Devil's_Head",45.72,0,0,"herring","Hook only",1390.71428571429,2014-10-14,10,11:44:00,11:44:00,3,"Devil's_Head","South Sound","ESA_Genetics",1.15892857142857
"352","28_Itsami",27.9654,0,0,"herring","Artificial Lure",6540,2014-10-14,10,09:08:00,10:57:00,3,"Itsami","South Sound","ESA_Genetics",5.45
"353","28_South_Anderson",35.052,0,0,"herring","Artificial Lure",1390.71428571429,2014-10-14,10,13:49:00,13:49:00,3,"South_Anderson","South Sound","ESA_Genetics",1.15892857142857
"354","28_Southwest_Anderson",59.86272,0,0,"no bait","Artificial Lure",3000,2014-10-14,10,12:40:00,13:30:00,3,"Southwest_Anderson","South Sound","ESA_Genetics",2.5
"355","29_Allen_Point_-_Carr_Inlet",36.576,0,0,"squid","Hook only",1390.71428571429,2014-10-15,10,09:09:00,09:09:00,3,"Allen_Point_-_Carr_Inlet","South Sound","ESA_Genetics",1.15892857142857
"356","29_Horsehead_Bay_-_Carr_Inlet",90.8304,0,0,"squid","Hook only",1390.71428571429,2014-10-15,10,10:59:00,10:59:00,3,"Horsehead_Bay_-_Carr_Inlet","South Sound","ESA_Genetics",1.15892857142857
"357","29_Toliva_Shoal",22.86,0,0,"squid","Hook only",1390.71428571429,2014-10-15,10,14:18:00,14:18:00,3,"Toliva_Shoal","South Sound","ESA_Genetics",1.15892857142857
"358","3_Area_51",48.6918,0,0,"Live large","Hook only",1920,2014-04-25,4,09:44:00,10:16:00,3,"Area_51","Whidbey Island","ESA_Genetics",1.6
"359","3_Camano_head",77.8764,0,0,"squid","Artificial Lure",600,2014-04-25,4,08:50:00,09:00:00,3,"Camano_head","Whidbey Island","ESA_Genetics",0.5
"360","3_Gravel_banks\west_hat_island",13.716,0,0,"unknown","Hook only",1390.71428571429,2014-04-25,4,12:52:00,12:52:00,3,"Gravel_banks\west_hat_island","Whidbey Island","ESA_Genetics",1.15892857142857
"361","3_Secret_Rock",37.7952,0,0,"unknown","Hook only",1390.71428571429,2014-04-25,4,13:29:00,13:29:00,3,"Secret_Rock","Whidbey Island","ESA_Genetics",1.15892857142857
"362","3_South_hat_island",16.0528,0,0,"unknown","Hook only",1390.71428571429,2014-04-25,4,12:58:00,12:58:00,3,"South_hat_island","Whidbey Island","ESA_Genetics",1.15892857142857
"363","30_East_Anderson_Island",44.8056,0,0,"no bait","Artificial Lure",2760,2014-10-16,10,11:07:00,11:53:00,3,"East_Anderson_Island","South Sound","ESA_Genetics",2.3
"364","30_South_Vashon",61.9990909090909,0,0,"no bait","Artificial Lure",3960,2014-10-16,10,08:12:00,09:18:00,3,"South_Vashon","Central Sound","ESA_Genetics",3.3
"365","31_East_Possession_-_Jim_and_John's",59.5122,0,0,"squid","Artificial Lure",1680,2014-10-17,10,11:24:00,11:52:00,3,"East_Possession_-_Jim_and_John's","Whidbey Island","ESA_Genetics",1.4
"366","31_Mid-channel_Scatchet_Head",60.96,0,0,"no bait","Artificial Lure",1390.71428571429,2014-10-17,10,08:52:00,08:52:00,3,"Mid-channel_Scatchet_Head","Central Sound","ESA_Genetics",1.15892857142857
"367","31_Possession_Point",53.34,0,0,"squid","Artificial Lure",1800,2014-10-17,10,10:09:00,10:39:00,3,"Possession_Point","Central Sound","ESA_Genetics",1.5
"368","32_Point_Defiance",41.69664,0,0,"no bait","Artificial Lure",2520,2014-10-20,10,13:46:00,14:28:00,3,"Point_Defiance","Central Sound","ESA_Genetics",2.1
"369","32_Toliva_Shoal",61.14288,0,0,"no bait","Artificial Lure",8160,2014-10-20,10,09:03:00,11:19:00,3,"Toliva_Shoal","South Sound","ESA_Genetics",6.8
"370","33_Foulweather_Bluff",43.4122285714286,0,0,"squid","Artificial Lure",2460,2014-10-24,10,08:46:00,09:27:00,3.28205128205128,"Foulweather_Bluff","Central Sound","ESA_Genetics",2.24273504273504
"371","33_Klas_rocks",42.2529,0,0,"squid","Artificial Lure",3600,2014-10-24,10,09:57:00,10:57:00,3.28205128205128,"Klas_rocks","Central Sound","ESA_Genetics",3.28205128205128
"372","33_Point_No_Point",76.601052631579,0,0,"squid","Artificial Lure",4800,2014-10-24,10,12:35:00,13:55:00,3.28205128205128,"Point_No_Point","Central Sound","ESA_Genetics",4.37606837606838
"373","34_Boeing_creek",30.6324,0,0,"squid","Artificial Lure",1390.71428571429,2014-10-30,10,11:21:00,11:21:00,3,"Boeing_creek","Central Sound","ESA_Genetics",1.15892857142857
"374","34_Meadow_Point",78.232,0,0,"squid","Artificial Lure",2880,2014-10-30,10,08:33:00,09:21:00,3,"Meadow_Point","Central Sound","ESA_Genetics",2.4
"375","34_Pipers_creek",53.848,0,0,"squid","Artificial Lure",2100,2014-10-30,10,09:54:00,10:29:00,3,"Pipers_creek","Central Sound","ESA_Genetics",1.75
"376","34_Point_Monroe",54.4140571428571,0,0,"squid","Artificial Lure",8760,2014-10-30,10,12:04:00,14:30:00,3,"Point_Monroe","Central Sound","ESA_Genetics",7.3
"377","35_Edmonds_Oil_Dock",50.8145142857143,0,0,"no bait","Artificial Lure",13200,2014-11-19,11,11:25:00,15:05:00,2.93650793650794,"Edmonds_Oil_Dock","Central Sound","ESA_Genetics",10.7671957671958
"378","35_Pilot_Point",57.3741176470588,0,0,"no bait","Artificial Lure",2700,2014-11-19,11,08:00:00,08:45:00,2.93650793650794,"Pilot_Point","Central Sound","ESA_Genetics",2.20238095238095
"379","37_Keystone",49.3776,0,0,"herring","Artificial Lure",6240,2015-04-05,4,07:56:00,09:40:00,4,"Keystone","Central Sound","ESA_Genetics",6.93333333333333
"380","37_Partridge_Bank",81.3816,0,0,"unknown","unknown",780,2015-04-05,4,14:07:00,14:20:00,4,"Partridge_Bank","Straits of Juan de Fuca","ESA_Genetics",0.866666666666667
"381","37_Point_Wilson",55.88,0,0,"unknown","unknown",1390.71428571429,2015-04-05,4,15:24:00,15:24:00,4,"Point_Wilson","Central Sound","ESA_Genetics",1.5452380952381
"382","37_Smith_Island",65.3796,0,0,"herring","Artificial Lure",11940,2015-04-05,4,10:40:00,13:59:00,4,"Smith_Island","Straits of Juan de Fuca","ESA_Genetics",13.2666666666667
"383","38_Dallas_Bank",48.1584,0,0,"unknown","unknown",2760,2015-04-06,4,09:14:00,10:00:00,4,"Dallas_Bank","Straits of Juan de Fuca","ESA_Genetics",3.06666666666667
"384","38_Dungeness_spit",NA,0,0,"unknown","unknown",1440,2015-04-06,4,12:06:00,12:30:00,4,"Dungeness_spit","Straits of Juan de Fuca","ESA_Genetics",1.6
"385","38_Dungeness_spit_side_of_Dallas_Bank",54.864,0,0,"unknown","unknown",780,2015-04-06,4,11:06:00,11:19:00,4,"Dungeness_spit_side_of_Dallas_Bank","Straits of Juan de Fuca","ESA_Genetics",0.866666666666667
"386","38_Point_Wilson",55.88,0,0,"unknown","unknown",25020,2015-04-06,4,07:37:00,14:34:00,4,"Point_Wilson","Straits of Juan de Fuca","ESA_Genetics",27.8
"387","38_Protection_Island",NA,0,0,"unknown","unknown",660,2015-04-06,4,13:34:00,13:45:00,4,"Protection_Island","Straits of Juan de Fuca","ESA_Genetics",0.733333333333333
"388","39_31-36_Bank",76.2,0,0,"unknown","unknown",720,2015-04-07,4,11:18:00,11:30:00,5,"31-36_Bank","Straits of Juan de Fuca","ESA_Genetics",1
"389","4_Point_No_Point_Pinacle",83.886675,0,0,"herring","Hook only",29760,2014-06-19,6,08:31:00,16:47:00,3,"Point_No_Point_Pinacle","Central Sound","ESA_Genetics",24.8
"390","4_Whidbey_East?",53.0352,0,0,"herring","Hook only",480,2014-06-19,6,07:33:00,07:41:00,3,"Whidbey_East?","Central Sound","ESA_Genetics",0.4
"391","40_Camano_Head",69.31152,0,0,"squid","Artificial Lure",6240,2015-04-13,4,07:24:00,09:08:00,3,"Camano_Head","Whidbey Island","ESA_Genetics",5.2
"392","40_Spee-Bi-Dah",81.153,0,0,"unknown","unknown",960,2015-04-13,4,09:29:00,09:45:00,3,"Spee-Bi-Dah","Whidbey Island","ESA_Genetics",0.8
"393","41_Pier_on_South_Whidbey",55.1978285714286,0,0,"no bait","Artificial Lure",8940,2015-04-14,4,08:38:00,11:07:00,3,"Pier_on_South_Whidbey","Whidbey Island","ESA_Genetics",7.45
"394","41_Sandy_Point",37.67328,0,0,"Live large","Hook only",7560,2015-04-14,4,11:37:00,13:43:00,3,"Sandy_Point","Whidbey Island","ESA_Genetics",6.3
"395","42_Mukilteo_shoreline",100.932342857143,0,0,"squid","Artificial Lure",18600,2015-04-15,4,07:09:00,12:19:00,3,"Mukilteo_shoreline","Whidbey Island","ESA_Genetics",15.5
"396","42_Ship_wreck_along_Mukilteo_shoreline",55.7784,0,0,"squid","Artificial Lure",4440,2015-04-15,4,12:26:00,13:40:00,3,"Ship_wreck_along_Mukilteo_shoreline","Whidbey Island","ESA_Genetics",3.7
"397","43_Mukilteo_shoreline",119.1768,0,0,"unknown","unknown",5160,2015-04-16,4,07:06:00,08:32:00,3,"Mukilteo_shoreline","Whidbey Island","ESA_Genetics",4.3
"398","43_Pier_on_South_Whidbey",48.43272,0,0,"no bait","Artificial Lure",2760,2015-04-16,4,08:44:00,09:30:00,3,"Pier_on_South_Whidbey","Whidbey Island","ESA_Genetics",2.3
"399","43_South_Gedney",35.3949,0,0,"Live large","Artificial Lure",2460,2015-04-16,4,09:52:00,10:33:00,3,"South_Gedney","Whidbey Island","ESA_Genetics",2.05
"400","44_Mukilteo_Shoreline",67.818,0,0,"squid","Artificial Lure",12540,2015-04-27,4,07:35:00,11:04:00,3,"Mukilteo_Shoreline","Whidbey Island","ESA_Genetics",10.45
"401","44_Pilot_Point",55.0856727272727,0,0,"squid","Artificial Lure",10860,2015-04-27,4,11:31:00,14:32:00,3,"Pilot_Point","Central Sound","ESA_Genetics",9.05
"402","45_East_bar_Possession",92.7735,1,0,"squid","Artificial Lure",7500,2015-04-29,4,13:50:00,15:55:00,3,"East_bar_Possession","Central Sound","ESA_Genetics",6.25
"403","45_Meadowdale_shipwreck",109.22,0,0,"squid","Artificial Lure",5460,2015-04-29,4,06:46:00,08:17:00,3,"Meadowdale_shipwreck","Whidbey Island","ESA_Genetics",4.55
"404","45_Mukilteo_boat_launch",101.6,0,0,"squid","Artificial Lure",12120,2015-04-29,4,09:44:00,13:06:00,3,"Mukilteo_boat_launch","Whidbey Island","ESA_Genetics",10.1
"405","45_Mukilteo_shoreline",91.44,0,0,"unknown","unknown",4620,2015-04-29,4,08:27:00,09:44:00,3,"Mukilteo_shoreline","Whidbey Island","ESA_Genetics",3.85
"406","46_Matia_Island",30.48,0,0,"no bait","Artificial Lure",2160,2015-05-12,5,10:33:00,11:09:00,4,"Matia_Island","San Juan Islands","ESA_Genetics",2.4
"407","46_Puffin_Island",29.718,0,0,"no bait","Artificial Lure",780,2015-05-12,5,10:18:00,10:31:00,4,"Puffin_Island","San Juan Islands","ESA_Genetics",0.866666666666667
"408","46_Sisters_Island",38.19525,1,0,"no bait","Artificial Lure",10980,2015-05-12,5,07:04:00,10:07:00,4,"Sisters_Island","San Juan Islands","ESA_Genetics",12.2
"409","46_Sucia_Island",26.1257142857143,0,0,"no bait","Artificial Lure",7860,2015-05-12,5,11:22:00,13:33:00,4,"Sucia_Island","San Juan Islands","ESA_Genetics",8.73333333333333
"410","47_Deception_Island",46.1889230769231,0,0,"no bait","Artificial Lure",22740,2015-05-13,5,07:14:00,13:33:00,4,"Deception_Island","San Juan Islands","ESA_Genetics",25.2666666666667
"411","48_Narrows",48.8148923076923,0,0,"no bait","Artificial Lure",11760,2015-05-25,5,07:19:00,10:35:00,4,"Narrows","Central Sound","ESA_Genetics",13.0666666666667
"412","48_South_Vashon",71.12,0,0,"no bait","Artificial Lure",6600,2015-05-25,5,10:46:00,12:36:00,4,"South_Vashon","Central Sound","ESA_Genetics",7.33333333333333
"413","49_Point_No_Point",74.7697846153846,1,0,"no bait","Artificial Lure",18720,2015-05-26,5,08:04:00,13:16:00,3,"Point_No_Point","Central Sound","ESA_Genetics",15.6
"414","49_Possession_Bar",79.8576,0,0,"no bait","Artificial Lure",3060,2015-05-26,5,06:51:00,07:42:00,3,"Possession_Bar","Central Sound","ESA_Genetics",2.55
"415","5_Point_No_Point_Pinacle",78.4721454545455,0,0,"herring","Hook only",22020,2014-06-20,6,09:29:00,15:36:00,3,"Point_No_Point_Pinacle","Central Sound","ESA_Genetics",18.35
"416","50_Brightwater_pipe",64.4790545454545,0,0,"no bait","Artificial Lure",7140,2015-05-27,5,11:35:00,13:34:00,3,"Brightwater_pipe","Central Sound","ESA_Genetics",5.95
"417","50_Mukilteo_boat_launch",129.9972,0,0,"unknown","unknown",2340,2015-05-27,5,09:17:00,09:56:00,3,"Mukilteo_boat_launch","Whidbey Island","ESA_Genetics",1.95
"418","50_Mukilteo_shoreline",66.7512,0,0,"unknown","unknown",1920,2015-05-27,5,08:22:00,08:54:00,3,"Mukilteo_shoreline","Whidbey Island","ESA_Genetics",1.6
"419","50_Possession_Bar",81.2122666666667,0,0,"no bait","Artificial Lure",3840,2015-05-27,5,06:40:00,07:44:00,3,"Possession_Bar","Central Sound","ESA_Genetics",3.2
"420","51_Mukilteo_boat_launch",115.903022222222,0,2,"squid","Artificial Lure",15360,2015-06-08,6,10:17:00,14:33:00,3,"Mukilteo_boat_launch","Whidbey Island","ESA_Genetics",12.8
"421","51_Mukilteo_shoreline",77.4192,0,0,"squid","Artificial Lure",5760,2015-06-08,6,08:27:00,10:03:00,3,"Mukilteo_shoreline","Whidbey Island","ESA_Genetics",4.8
"422","51_Possession_Bar",102.108,0,0,"unknown","unknown",240,2015-06-08,6,08:06:00,08:10:00,3,"Possession_Bar","Central Sound","ESA_Genetics",0.2
"423","52_Mukilteo_shoreline",114.97056,1,0,"squid","Artificial Lure",4200,2015-06-09,6,13:20:00,14:30:00,3,"Mukilteo_shoreline","Whidbey Island","ESA_Genetics",3.5
"424","52_Pilot_Point",60.96,0,0,"squid","Artificial Lure",1390.71428571429,2015-06-09,6,08:17:00,08:17:00,3,"Pilot_Point","Whidbey Island","ESA_Genetics",1.15892857142857
"425","52_Point_No_Point",90.2208,0,0,"squid","Artificial Lure",8700,2015-06-09,6,09:24:00,11:49:00,3,"Point_No_Point","Central Sound","ESA_Genetics",7.25
"426","53_Point_No_Point",81.9128228571429,0,0,"squid","Artificial Lure",25140,2015-06-10,6,08:07:00,15:06:00,3,"Point_No_Point","Central Sound","ESA_Genetics",20.95
"427","54_Point_No_Point",78.4993165048544,0,0,"unknown","unknown",7680,2015-06-22,6,07:20:00,09:28:00,2.75,"Point_No_Point","Central Sound","ESA_Genetics",5.86666666666667
"428","54_Possession_Bar",45.3214153846154,0,0,"squid","Artificial Lure",12780,2015-06-22,6,09:54:00,13:27:00,3.41935483870968,"Possession_Bar","Central Sound","ESA_Genetics",12.1387096774194
"429","55_Jim_and_John's_(east_Whidbey_Island)",45.212,0,0,"squid","Artificial Lure",1800,2015-06-23,6,12:13:00,12:43:00,3.63636363636364,"Jim_and_John's_(east_Whidbey_Island)","Whidbey Island","ESA_Genetics",1.81818181818182
"430","55_Mukilteo_shoreline",118.872,0,0,"squid","Artificial Lure",16080,2015-06-23,6,07:25:00,11:53:00,3,"Mukilteo_shoreline","Whidbey Island","ESA_Genetics",13.4
"431","56_Mukilteo_shoreline",113.62944,1,0,"squid","Artificial Lure",14220,2015-06-25,6,07:57:00,11:54:00,3,"Mukilteo_shoreline","Whidbey Island","ESA_Genetics",11.85
"432","56_Point_No_Point",70.5260307692308,1,0,"squid","Artificial Lure",5820,2015-06-25,6,12:27:00,14:04:00,3,"Point_No_Point","Central Sound","ESA_Genetics",4.85
"433","57_Camp_Sealth",96.80448,0,0,"no bait","Artificial Lure",900,2015-07-07,7,14:14:00,14:29:00,8,"Camp_Sealth","Central Sound","ESA_Genetics",2
"434","57_Colvos_passage",69.9633230769231,0,0,"herring","Hook only",1980,2015-07-07,7,09:26:00,09:59:00,8,"Colvos_passage","Central Sound","ESA_Genetics",4.4
"435","57_Dalco_Pinnacle",32.9184,0,0,"unknown","unknown",480,2015-07-07,7,13:55:00,14:03:00,8,"Dalco_Pinnacle","Central Sound","ESA_Genetics",1.06666666666667
"436","57_Point_Evans",45.974,0,0,"herring","Hook only",1920,2015-07-07,7,10:38:00,11:10:00,8,"Point_Evans","Central Sound","ESA_Genetics",4.26666666666667
"437","57_South_Vashon",92.0496,0,0,"herring","Hook only",5160,2015-07-07,7,11:54:00,13:20:00,8,"South_Vashon","Central Sound","ESA_Genetics",11.4666666666667
"438","57_Tacoma_narrows",52.9971,0,0,"herring","Hook only",1140,2015-07-07,7,08:43:00,09:02:00,8,"Tacoma_narrows","Central Sound","ESA_Genetics",2.53333333333333
"439","58_East_Ketron_Island",52.1208,0,0,"no bait","Artificial Lure",840,2015-07-08,7,09:06:00,09:20:00,5,"East_Ketron_Island","South Sound","ESA_Genetics",1.16666666666667
"440","58_North_Ketron_Island",56.5404,0,0,"unknown","unknown",660,2015-07-08,7,09:58:00,10:09:00,5,"North_Ketron_Island","South Sound","ESA_Genetics",0.916666666666667
"441","58_South_Ketron_Island",NA,0,0,"unknown","unknown",180,2015-07-08,7,09:38:00,09:41:00,5,"South_Ketron_Island","South Sound","ESA_Genetics",0.25
"442","58_Toliva_shoal",50.66792,0,0,"no bait","Artificial Lure",8760,2015-07-08,7,10:39:00,13:05:00,5,"Toliva_shoal","South Sound","ESA_Genetics",12.1666666666667
"443","58_Wyckoff_shoal",51.0709333333333,0,0,"herring","Hook only",4200,2015-07-08,7,13:44:00,14:54:00,5,"Wyckoff_shoal","South Sound","ESA_Genetics",5.83333333333333
"444","59_Point_Evans",60.0343111111111,0,0,"herring","Hook only",23580,2015-07-09,7,06:44:00,13:17:00,7,"Point_Evans","Central Sound","ESA_Genetics",45.85
"445","6_Blake_Island",56.388,0,0,"herring","Artificial Lure",1390.71428571429,2014-07-03,7,12:20:00,12:20:00,6,"Blake_Island","Central Sound","ESA_Genetics",2.31785714285714
"446","6_Duwamish_Head",35.3568,0,0,"herring","Artificial Lure",1260,2014-07-03,7,15:26:00,15:47:00,6,"Duwamish_Head","Central Sound","ESA_Genetics",2.1
"447","6_Restoration_Point",52.8658666666667,0,0,"herring","Artificial Lure",6900,2014-07-03,7,08:47:00,10:42:00,6,"Restoration_Point","Central Sound","ESA_Genetics",11.5
"448","60_Black_rock",33.147,0,0,"squid","Hook only",1200,2015-07-22,7,14:06:00,14:26:00,4,"Black_rock","San Juan Islands","ESA_Genetics",1.33333333333333
"449","60_flattop_island",59.2836,1,0,"squid","Hook only",5040,2015-07-22,7,10:24:00,11:48:00,4,"flattop_island","San Juan Islands","ESA_Genetics",5.6
"450","60_Lydia_shoal",NA,0,0,"unknown","unknown",420,2015-07-22,7,12:50:00,12:57:00,4,"Lydia_shoal","San Juan Islands","ESA_Genetics",0.466666666666667
"451","60_Northeast_Blakely_Island",67.3608,0,0,"squid","Hook only",3300,2015-07-22,7,13:07:00,14:02:00,4,"Northeast_Blakely_Island","San Juan Islands","ESA_Genetics",3.66666666666667
"452","60_Reid_Rock",59.5532307692308,0,0,"squid","Hook only",4980,2015-07-22,7,07:19:00,08:42:00,4,"Reid_Rock","San Juan Islands","ESA_Genetics",5.53333333333333
"453","60_Shaw_Island_Reserve",35.052,0,0,"squid","Hook only",3780,2015-07-22,7,08:51:00,09:54:00,4,"Shaw_Island_Reserve","San Juan Islands","ESA_Genetics",4.2
"454","61_Cypress_Reef",56.6096727272727,0,0,"squid","Hook only",22860,2015-07-23,7,06:38:00,12:59:00,3,"Cypress_Reef","San Juan Islands","ESA_Genetics",19.05
"455","62_Blake_Island",81.5993142857143,0,0,"herring","Hook only",12480,2015-08-20,8,09:32:00,13:00:00,4,"Blake_Island","Central Sound","ESA_Genetics",13.8666666666667
"456","62_Yeomalt_Point",NA,0,0,"unknown","unknown",660,2015-08-20,8,13:46:00,13:57:00,4,"Yeomalt_Point","Central Sound","ESA_Genetics",0.733333333333333
"457","63_Carkeek",55.8104842105263,0,0,"no bait","Artificial Lure",7080,2015-08-21,8,09:03:00,11:01:00,3,"Carkeek","Central Sound","ESA_Genetics",5.9
"458","63_Port_Madison",71.9763428571429,0,0,"no bait","Artificial Lure",5160,2015-08-21,8,12:42:00,14:08:00,3,"Port_Madison","Central Sound","ESA_Genetics",4.3
"459","63_Richmond_Beach",98.1891428571429,0,0,"no bait","Artificial Lure",3240,2015-08-21,8,11:17:00,12:11:00,3,"Richmond_Beach","Central Sound","ESA_Genetics",2.7
"460","63_Rolling_Bay",73.27392,0,0,"no bait","Artificial Lure",1740,2015-08-21,8,14:31:00,15:00:00,3,"Rolling_Bay","Central Sound","ESA_Genetics",1.45
"461","64_Dennis_Shoal",38.1508,0,0,"squid","Hook only",7800,2015-09-03,9,12:01:00,14:11:00,4,"Dennis_Shoal","San Juan Islands","ESA_Genetics",8.66666666666667
"462","64_Keystone",43.7896,0,0,"unknown","unknown",7080,2015-09-03,9,08:46:00,10:44:00,4,"Keystone","Central Sound","ESA_Genetics",7.86666666666667
"463","65_East_Blakely",50.1396,0,0,"unknown","unknown",1140,2015-09-04,9,14:11:00,14:30:00,4,"East_Blakely","San Juan Islands","ESA_Genetics",1.26666666666667
"464","65_Stuart_Island",41.5717463414634,1,0,"squid","Hook only",16320,2015-09-04,9,08:34:00,13:06:00,4,"Stuart_Island","San Juan Islands","ESA_Genetics",18.1333333333333
"465","66_2_Humps_south_of_Middle_Bank",64.67856,0,0,"squid","Hook only",3060,2015-09-05,9,09:48:00,10:39:00,4,"2_Humps_south_of_Middle_Bank","San Juan Islands","ESA_Genetics",3.4
"466","66_McArthur_Bank",54.1109647058824,0,0,"squid","Hook only",6420,2015-09-05,9,07:37:00,09:24:00,4,"McArthur_Bank","Straits of Juan de Fuca","ESA_Genetics",7.13333333333333
"467","66_Middle_Bank",71.4756,0,0,"unknown","unknown",720,2015-09-05,9,10:54:00,11:06:00,4,"Middle_Bank","San Juan Islands","ESA_Genetics",0.8
"468","66_Pile_Point",46.863,0,0,"squid","Hook only",10200,2015-09-05,9,11:19:00,14:09:00,4,"Pile_Point","San Juan Islands","ESA_Genetics",11.3333333333333
"469","67_Blake_Island",61.3373714285714,0,0,"octopus","Artificial Lure",6060,2015-09-16,9,14:09:00,15:50:00,3,"Blake_Island","Central Sound","ESA_Genetics",5.05
"470","67_North_Vashon_channel",123.305454545455,0,0,"octopus","Artificial Lure",23340,2015-09-16,9,07:19:00,13:48:00,2.9,"North_Vashon_channel","Central Sound","ESA_Genetics",18.8016666666667
"471","68_Keystone",46.4462191304348,0,0,"octopus","Artificial Lure",30900,2015-09-17,9,07:39:00,16:14:00,2.59375,"Keystone","Central Sound","ESA_Genetics",22.2630208333333
"472","69_Jones_Island",65.0748,0,0,"unknown","unknown",4080,2015-09-21,9,12:24:00,13:32:00,3,"Jones_Island","San Juan Islands","ESA_Genetics",3.4
"473","69_Point_George",56.1678666666667,0,0,"no bait","Artificial Lure",5460,2015-09-21,9,10:03:00,11:34:00,3,"Point_George","San Juan Islands","ESA_Genetics",4.55
"474","69_Reid_Rock",49.19472,0,0,"no bait","Artificial Lure",900,2015-09-21,9,09:44:00,09:59:00,3,"Reid_Rock","San Juan Islands","ESA_Genetics",0.75
